transaction_id,transaction_date,year,month,month_name,day_name,source_system,source_type,channel_id,sales_channel,customer_id,customer_segment,product_id,product_name,product_category,location_id,city,province,quantity,unit_price,gross_sales,promo_name,voucher_code,discount_rate,discount_amount,net_sales,payment_method,order_status
TRX00853,2025-05-28,2025,5,May,Wednesday,Database POS,Database,C002,ShopeeFood,CU0051,Baru,P001,Kopi Susu Gula Aren,Minuman,L006,Bogor,Jawa Barat,4,18000,72000,Flash Sale,FLASH20,0.2,14400,57600,E-Wallet,Selesai
TRX00854,2025-05-28,2025,5,May,Wednesday,Database POS,Database,C001,POS Kasir,CU0161,Reseller,P011,Paket Kopi dan Snack,Paket,L001,Bekasi,Jawa Barat,1,35000,35000,Tidak Ada,,0.0,0,35000,E-Wallet,Selesai
TRX00855,2025-05-28,2025,5,May,Wednesday,Excel Cabang,Excel,C003,GoFood,CU0061,Reseller,P008,Roti Bakar Keju,Snack,L002,Jakarta Timur,DKI Jakarta,3,20000,60000,Voucher Ongkir,ONGKIR5,0.05,3000,57000,Kartu Debit,Selesai
TRX00856,2025-05-28,2025,5,May,Wednesday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0009,Reguler,P002,Es Kopi Latte,Minuman,L006,Bogor,Jawa Barat,1,22000,22000,Bundling,BUNDLE12,0.12,2640,19360,QRIS,Selesai
TRX00857,2025-05-28,2025,5,May,Wednesday,API Marketplace,API,C001,POS Kasir,CU0027,Reguler,P001,Kopi Susu Gula Aren,Minuman,L004,Depok,Jawa Barat,2,18000,36000,Diskon Produk,DISKON10,0.1,3600,32400,Kartu Debit,Selesai
TRX00858,2025-05-29,2025,5,May,Thursday,Database POS,Database,C005,Tokopedia,CU0169,Reguler,P007,Brownies Cokelat,Snack,L001,Bekasi,Jawa Barat,1,30000,30000,Tidak Ada,,0.0,0,30000,COD,Selesai
TRX00859,2025-05-29,2025,5,May,Thursday,Excel Cabang,Excel,C005,Tokopedia,CU0007,Reguler,P007,Brownies Cokelat,Snack,L005,Tangerang,Banten,1,30000,30000,Flash Sale,FLASH20,0.2,6000,24000,E-Wallet,Selesai
TRX00860,2025-05-29,2025,5,May,Thursday,Aplikasi Kasir Digital,POS,C001,POS Kasir,CU0050,Reseller,P002,Es Kopi Latte,Minuman,L001,Bekasi,Jawa Barat,2,22000,44000,Tidak Ada,,0.0,0,44000,Transfer Bank,Selesai
TRX00861,2025-05-29,2025,5,May,Thursday,Database POS,Database,C004,GrabFood,CU0063,Baru,P005,Nasi Goreng Spesial,Makanan,L003,Jakarta Selatan,DKI Jakarta,2,27000,54000,Tidak Ada,,0.0,0,54000,QRIS,Selesai
TRX00862,2025-05-29,2025,5,May,Thursday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0080,Reguler,P005,Nasi Goreng Spesial,Makanan,L005,Tangerang,Banten,4,27000,108000,Voucher Ongkir,ONGKIR5,0.05,5400,102600,Kartu Debit,Selesai
TRX00863,2025-05-30,2025,5,May,Friday,API Marketplace,API,C005,Tokopedia,CU0133,Reguler,P008,Roti Bakar Keju,Snack,L003,Jakarta Selatan,DKI Jakarta,1,20000,20000,Bundling,BUNDLE12,0.12,2400,17600,Transfer Bank,Selesai
TRX00864,2025-05-30,2025,5,May,Friday,Database POS,Database,C001,POS Kasir,CU0164,Reseller,P009,Keripik Singkong,Snack,L005,Tangerang,Banten,1,16000,16000,Bundling,BUNDLE12,0.12,1920,14080,QRIS,Selesai
TRX00865,2025-05-30,2025,5,May,Friday,Database POS,Database,C006,Website,CU0149,Reguler,P011,Paket Kopi dan Snack,Paket,L004,Depok,Jawa Barat,2,35000,70000,Tidak Ada,,0.0,0,70000,E-Wallet,Selesai
TRX00866,2025-05-31,2025,5,May,Saturday,Excel Cabang,Excel,C004,GrabFood,CU0164,Baru,P003,Teh Lemon,Minuman,L001,Bekasi,Jawa Barat,2,15000,30000,Flash Sale,FLASH20,0.2,6000,24000,Transfer Bank,Selesai
TRX00867,2025-05-31,2025,5,May,Saturday,API Marketplace,API,C004,GrabFood,CU0103,Baru,P004,Nasi Ayam Geprek,Makanan,L002,Jakarta Timur,DKI Jakarta,3,25000,75000,Tidak Ada,,0.0,0,75000,QRIS,Selesai
TRX00868,2025-05-31,2025,5,May,Saturday,Aplikasi Kasir Digital,POS,C001,POS Kasir,CU0050,Reguler,P002,Es Kopi Latte,Minuman,L003,Jakarta Selatan,DKI Jakarta,1,22000,22000,Tidak Ada,,0.0,0,22000,E-Wallet,Selesai
TRX00869,2025-05-31,2025,5,May,Saturday,API Marketplace,API,C002,ShopeeFood,CU0045,Reguler,P001,Kopi Susu Gula Aren,Minuman,L002,Jakarta Timur,DKI Jakarta,1,18000,18000,Payday Sale,PAYDAY15,0.15,2700,15300,Kartu Debit,Selesai
TRX00870,2025-05-31,2025,5,May,Saturday,API Marketplace,API,C002,ShopeeFood,CU0174,Baru,P004,Nasi Ayam Geprek,Makanan,L001,Bekasi,Jawa Barat,4,25000,100000,Tidak Ada,,0.0,0,100000,QRIS,Selesai
TRX00871,2025-05-31,2025,5,May,Saturday,CSV Marketplace,CSV,C004,GrabFood,CU0044,Reseller,P004,Nasi Ayam Geprek,Makanan,L003,Jakarta Selatan,DKI Jakarta,1,25000,25000,Tidak Ada,,0.0,0,25000,Kartu Debit,Selesai
TRX00872,2025-05-31,2025,5,May,Saturday,CSV Marketplace,CSV,C001,POS Kasir,CU0049,Baru,P012,Dimsum Ayam,Makanan,L001,Bekasi,Jawa Barat,3,28000,84000,Tidak Ada,,0.0,0,84000,COD,Selesai
TRX00873,2025-05-31,2025,5,May,Saturday,CSV Marketplace,CSV,C004,GrabFood,CU0151,Baru,P006,Mie Ayam Jamur,Makanan,L005,Tangerang,Banten,4,24000,96000,Voucher Ongkir,ONGKIR5,0.05,4800,91200,Kartu Debit,Selesai
TRX00874,2025-06-01,2025,6,June,Sunday,API Marketplace,API,C006,Website,CU0150,Loyal,P004,Nasi Ayam Geprek,Makanan,L001,Bekasi,Jawa Barat,3,25000,75000,Payday Sale,PAYDAY15,0.15,11250,63750,Transfer Bank,Selesai
TRX00875,2025-06-01,2025,6,June,Sunday,Excel Cabang,Excel,C005,Tokopedia,CU0166,Loyal,P008,Roti Bakar Keju,Snack,L006,Bogor,Jawa Barat,1,20000,20000,Tidak Ada,,0.0,0,20000,E-Wallet,Selesai
TRX00876,2025-06-01,2025,6,June,Sunday,API Marketplace,API,C003,GoFood,CU0127,Reguler,P008,Roti Bakar Keju,Snack,L002,Jakarta Timur,DKI Jakarta,2,20000,40000,Tidak Ada,,0.0,0,40000,Kartu Debit,Selesai
TRX00877,2025-06-01,2025,6,June,Sunday,CSV Marketplace,CSV,C001,POS Kasir,CU0061,Reguler,P010,Paket Hemat UMKM,Paket,L006,Bogor,Jawa Barat,1,45000,45000,Tidak Ada,,0.0,0,45000,E-Wallet,Selesai
TRX00878,2025-06-01,2025,6,June,Sunday,API Marketplace,API,C002,ShopeeFood,CU0022,Baru,P007,Brownies Cokelat,Snack,L005,Tangerang,Banten,1,30000,30000,Tidak Ada,,0.0,0,30000,Kartu Debit,Selesai
TRX00879,2025-06-01,2025,6,June,Sunday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0120,Reguler,P010,Paket Hemat UMKM,Paket,L001,Bekasi,Jawa Barat,2,45000,90000,Tidak Ada,,0.0,0,90000,E-Wallet,Selesai
TRX00880,2025-06-02,2025,6,June,Monday,CSV Marketplace,CSV,C001,POS Kasir,CU0020,Reguler,P005,Nasi Goreng Spesial,Makanan,L004,Depok,Jawa Barat,1,27000,27000,Tidak Ada,,0.0,0,27000,QRIS,Selesai
TRX00881,2025-06-02,2025,6,June,Monday,Excel Cabang,Excel,C005,Tokopedia,CU0026,Baru,P009,Keripik Singkong,Snack,L005,Tangerang,Banten,3,16000,48000,Flash Sale,FLASH20,0.2,9600,38400,E-Wallet,Selesai
TRX00882,2025-06-02,2025,6,June,Monday,API Marketplace,API,C002,ShopeeFood,CU0175,Loyal,P004,Nasi Ayam Geprek,Makanan,L003,Jakarta Selatan,DKI Jakarta,1,25000,25000,Diskon Produk,DISKON10,0.1,2500,22500,Transfer Bank,Selesai
TRX00883,2025-06-02,2025,6,June,Monday,Aplikasi Kasir Digital,POS,C006,Website,CU0077,Baru,P003,Teh Lemon,Minuman,L006,Bogor,Jawa Barat,4,15000,60000,Tidak Ada,,0.0,0,60000,E-Wallet,Selesai
TRX00884,2025-06-03,2025,6,June,Tuesday,Excel Cabang,Excel,C006,Website,CU0039,Loyal,P007,Brownies Cokelat,Snack,L005,Tangerang,Banten,2,30000,60000,Tidak Ada,,0.0,0,60000,Transfer Bank,Selesai
TRX00885,2025-06-03,2025,6,June,Tuesday,CSV Marketplace,CSV,C004,GrabFood,CU0120,Loyal,P012,Dimsum Ayam,Makanan,L002,Jakarta Timur,DKI Jakarta,2,28000,56000,Voucher Ongkir,ONGKIR5,0.05,2800,53200,COD,Selesai
TRX00886,2025-06-03,2025,6,June,Tuesday,Database POS,Database,C002,ShopeeFood,CU0054,Reguler,P002,Es Kopi Latte,Minuman,L003,Jakarta Selatan,DKI Jakarta,3,22000,66000,Diskon Produk,DISKON10,0.1,6600,59400,Kartu Debit,Selesai
TRX00887,2025-06-03,2025,6,June,Tuesday,API Marketplace,API,C002,ShopeeFood,CU0169,Loyal,P003,Teh Lemon,Minuman,L005,Tangerang,Banten,4,15000,60000,Tidak Ada,,0.0,0,60000,E-Wallet,Selesai
TRX00888,2025-06-03,2025,6,June,Tuesday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0146,Loyal,P007,Brownies Cokelat,Snack,L006,Bogor,Jawa Barat,1,30000,30000,Tidak Ada,,0.0,0,30000,Transfer Bank,Selesai
TRX00889,2025-06-04,2025,6,June,Wednesday,Aplikasi Kasir Digital,POS,C005,Tokopedia,CU0098,Baru,P010,Paket Hemat UMKM,Paket,L006,Bogor,Jawa Barat,2,45000,90000,Tidak Ada,,0.0,0,90000,COD,Selesai
TRX00890,2025-06-04,2025,6,June,Wednesday,Excel Cabang,Excel,C004,GrabFood,CU0164,Loyal,P007,Brownies Cokelat,Snack,L002,Jakarta Timur,DKI Jakarta,1,30000,30000,Bundling,BUNDLE12,0.12,3600,26400,QRIS,Selesai
TRX00891,2025-06-04,2025,6,June,Wednesday,Excel Cabang,Excel,C002,ShopeeFood,CU0007,Baru,P011,Paket Kopi dan Snack,Paket,L005,Tangerang,Banten,3,35000,105000,Diskon Produk,DISKON10,0.1,10500,0,QRIS,Dibatalkan
TRX00892,2025-06-04,2025,6,June,Wednesday,CSV Marketplace,CSV,C002,ShopeeFood,CU0117,Baru,P007,Brownies Cokelat,Snack,L003,Jakarta Selatan,DKI Jakarta,1,30000,30000,Tidak Ada,,0.0,0,30000,Kartu Debit,Selesai
TRX00893,2025-06-05,2025,6,June,Thursday,Excel Cabang,Excel,C002,ShopeeFood,CU0018,Reguler,P007,Brownies Cokelat,Snack,L004,Depok,Jawa Barat,1,30000,30000,Tidak Ada,,0.0,0,30000,Transfer Bank,Selesai
TRX00894,2025-06-05,2025,6,June,Thursday,Database POS,Database,C004,GrabFood,CU0080,Reguler,P004,Nasi Ayam Geprek,Makanan,L003,Jakarta Selatan,DKI Jakarta,1,25000,25000,Tidak Ada,,0.0,0,25000,Kartu Debit,Selesai
TRX00895,2025-06-05,2025,6,June,Thursday,Excel Cabang,Excel,C002,ShopeeFood,CU0103,Reguler,P008,Roti Bakar Keju,Snack,L003,Jakarta Selatan,DKI Jakarta,5,20000,100000,Tidak Ada,,0.0,0,100000,Transfer Bank,Selesai
TRX00896,2025-06-05,2025,6,June,Thursday,Database POS,Database,C004,GrabFood,CU0074,Reguler,P010,Paket Hemat UMKM,Paket,L004,Depok,Jawa Barat,2,45000,90000,Diskon Produk,DISKON10,0.1,9000,81000,COD,Selesai
TRX00897,2025-06-06,2025,6,June,Friday,Database POS,Database,C002,ShopeeFood,CU0111,Reguler,P007,Brownies Cokelat,Snack,L005,Tangerang,Banten,1,30000,30000,Payday Sale,PAYDAY15,0.15,4500,25500,Transfer Bank,Selesai
TRX00898,2025-06-06,2025,6,June,Friday,Excel Cabang,Excel,C006,Website,CU0071,Loyal,P002,Es Kopi Latte,Minuman,L004,Depok,Jawa Barat,1,22000,22000,Payday Sale,PAYDAY15,0.15,3300,18700,Kartu Debit,Selesai
TRX00899,2025-06-06,2025,6,June,Friday,CSV Marketplace,CSV,C006,Website,CU0142,Baru,P002,Es Kopi Latte,Minuman,L006,Bogor,Jawa Barat,4,22000,88000,Tidak Ada,,0.0,0,88000,E-Wallet,Selesai
TRX00900,2025-06-06,2025,6,June,Friday,Database POS,Database,C003,GoFood,CU0130,Baru,P002,Es Kopi Latte,Minuman,L005,Tangerang,Banten,2,22000,44000,Tidak Ada,,0.0,0,44000,QRIS,Selesai
TRX00901,2025-06-07,2025,6,June,Saturday,CSV Marketplace,CSV,C004,GrabFood,CU0030,Loyal,P006,Mie Ayam Jamur,Makanan,L006,Bogor,Jawa Barat,1,24000,24000,Tidak Ada,,0.0,0,24000,Transfer Bank,Selesai
TRX00902,2025-06-07,2025,6,June,Saturday,Database POS,Database,C004,GrabFood,CU0063,Loyal,P012,Dimsum Ayam,Makanan,L004,Depok,Jawa Barat,1,28000,28000,Tidak Ada,,0.0,0,28000,COD,Selesai
TRX00903,2025-06-07,2025,6,June,Saturday,Excel Cabang,Excel,C002,ShopeeFood,CU0032,Reguler,P005,Nasi Goreng Spesial,Makanan,L002,Jakarta Timur,DKI Jakarta,2,27000,54000,Tidak Ada,,0.0,0,54000,COD,Selesai
TRX00904,2025-06-07,2025,6,June,Saturday,API Marketplace,API,C006,Website,CU0056,Loyal,P011,Paket Kopi dan Snack,Paket,L001,Bekasi,Jawa Barat,1,35000,35000,Tidak Ada,,0.0,0,35000,Kartu Debit,Selesai
TRX00905,2025-06-07,2025,6,June,Saturday,Aplikasi Kasir Digital,POS,C006,Website,CU0027,Reguler,P012,Dimsum Ayam,Makanan,L001,Bekasi,Jawa Barat,2,28000,56000,Diskon Produk,DISKON10,0.1,5600,50400,E-Wallet,Selesai
TRX00906,2025-06-07,2025,6,June,Saturday,Database POS,Database,C001,POS Kasir,CU0096,Reseller,P010,Paket Hemat UMKM,Paket,L001,Bekasi,Jawa Barat,3,45000,135000,Flash Sale,FLASH20,0.2,27000,108000,Transfer Bank,Selesai
TRX00907,2025-06-07,2025,6,June,Saturday,API Marketplace,API,C001,POS Kasir,CU0017,Baru,P007,Brownies Cokelat,Snack,L001,Bekasi,Jawa Barat,3,30000,90000,Diskon Produk,DISKON10,0.1,9000,81000,QRIS,Selesai
TRX00908,2025-06-07,2025,6,June,Saturday,CSV Marketplace,CSV,C006,Website,CU0084,Reguler,P011,Paket Kopi dan Snack,Paket,L002,Jakarta Timur,DKI Jakarta,1,35000,35000,Tidak Ada,,0.0,0,35000,Transfer Bank,Selesai
TRX00909,2025-06-08,2025,6,June,Sunday,Excel Cabang,Excel,C002,ShopeeFood,CU0103,Reguler,P002,Es Kopi Latte,Minuman,L002,Jakarta Timur,DKI Jakarta,1,22000,22000,Tidak Ada,,0.0,0,22000,QRIS,Selesai
TRX00910,2025-06-08,2025,6,June,Sunday,API Marketplace,API,C001,POS Kasir,CU0018,Loyal,P008,Roti Bakar Keju,Snack,L002,Jakarta Timur,DKI Jakarta,2,20000,40000,Tidak Ada,,0.0,0,40000,COD,Selesai
TRX00911,2025-06-08,2025,6,June,Sunday,Aplikasi Kasir Digital,POS,C001,POS Kasir,CU0146,Baru,P010,Paket Hemat UMKM,Paket,L004,Depok,Jawa Barat,3,45000,135000,Flash Sale,FLASH20,0.2,27000,108000,QRIS,Selesai
TRX00912,2025-06-08,2025,6,June,Sunday,CSV Marketplace,CSV,C004,GrabFood,CU0177,Reguler,P011,Paket Kopi dan Snack,Paket,L006,Bogor,Jawa Barat,1,35000,35000,Diskon Produk,DISKON10,0.1,3500,31500,COD,Selesai
TRX00913,2025-06-08,2025,6,June,Sunday,Database POS,Database,C005,Tokopedia,CU0060,Reguler,P001,Kopi Susu Gula Aren,Minuman,L005,Tangerang,Banten,1,18000,18000,Diskon Produk,DISKON10,0.1,1800,16200,QRIS,Selesai
TRX00914,2025-06-08,2025,6,June,Sunday,CSV Marketplace,CSV,C003,GoFood,CU0159,Baru,P010,Paket Hemat UMKM,Paket,L001,Bekasi,Jawa Barat,2,45000,90000,Voucher Ongkir,ONGKIR5,0.05,4500,85500,Transfer Bank,Selesai
TRX00915,2025-06-08,2025,6,June,Sunday,Database POS,Database,C002,ShopeeFood,CU0154,Reseller,P005,Nasi Goreng Spesial,Makanan,L002,Jakarta Timur,DKI Jakarta,1,27000,27000,Tidak Ada,,0.0,0,27000,COD,Selesai
TRX00916,2025-06-08,2025,6,June,Sunday,API Marketplace,API,C003,GoFood,CU0134,Loyal,P006,Mie Ayam Jamur,Makanan,L002,Jakarta Timur,DKI Jakarta,2,24000,48000,Voucher Ongkir,ONGKIR5,0.05,2400,45600,COD,Selesai
TRX00917,2025-06-09,2025,6,June,Monday,API Marketplace,API,C006,Website,CU0014,Reseller,P001,Kopi Susu Gula Aren,Minuman,L002,Jakarta Timur,DKI Jakarta,1,18000,18000,Tidak Ada,,0.0,0,18000,Transfer Bank,Selesai
TRX00918,2025-06-09,2025,6,June,Monday,Aplikasi Kasir Digital,POS,C002,ShopeeFood,CU0047,Reguler,P012,Dimsum Ayam,Makanan,L006,Bogor,Jawa Barat,3,28000,84000,Tidak Ada,,0.0,0,84000,QRIS,Selesai
TRX00919,2025-06-09,2025,6,June,Monday,Excel Cabang,Excel,C002,ShopeeFood,CU0053,Baru,P008,Roti Bakar Keju,Snack,L001,Bekasi,Jawa Barat,2,20000,40000,Tidak Ada,,0.0,0,40000,Transfer Bank,Selesai
TRX00920,2025-06-09,2025,6,June,Monday,Excel Cabang,Excel,C005,Tokopedia,CU0043,Loyal,P004,Nasi Ayam Geprek,Makanan,L002,Jakarta Timur,DKI Jakarta,1,25000,25000,Tidak Ada,,0.0,0,25000,Transfer Bank,Selesai
TRX00921,2025-06-10,2025,6,June,Tuesday,Database POS,Database,C005,Tokopedia,CU0124,Baru,P005,Nasi Goreng Spesial,Makanan,L003,Jakarta Selatan,DKI Jakarta,4,27000,108000,Tidak Ada,,0.0,0,108000,E-Wallet,Selesai
TRX00922,2025-06-10,2025,6,June,Tuesday,Database POS,Database,C004,GrabFood,CU0040,Loyal,P003,Teh Lemon,Minuman,L004,Depok,Jawa Barat,2,15000,30000,Diskon Produk,DISKON10,0.1,3000,27000,COD,Selesai
TRX00923,2025-06-10,2025,6,June,Tuesday,API Marketplace,API,C001,POS Kasir,CU0045,Baru,P007,Brownies Cokelat,Snack,L004,Depok,Jawa Barat,2,30000,60000,Tidak Ada,,0.0,0,60000,COD,Selesai
TRX00924,2025-06-11,2025,6,June,Wednesday,Database POS,Database,C005,Tokopedia,CU0121,Baru,P007,Brownies Cokelat,Snack,L005,Tangerang,Banten,1,30000,30000,Tidak Ada,,0.0,0,30000,Transfer Bank,Selesai
TRX00925,2025-06-11,2025,6,June,Wednesday,API Marketplace,API,C006,Website,CU0102,Reseller,P009,Keripik Singkong,Snack,L006,Bogor,Jawa Barat,2,16000,32000,Flash Sale,FLASH20,0.2,6400,25600,E-Wallet,Selesai
TRX00926,2025-06-11,2025,6,June,Wednesday,Excel Cabang,Excel,C005,Tokopedia,CU0032,Reguler,P005,Nasi Goreng Spesial,Makanan,L006,Bogor,Jawa Barat,1,27000,27000,Tidak Ada,,0.0,0,27000,Kartu Debit,Selesai
TRX00927,2025-06-11,2025,6,June,Wednesday,API Marketplace,API,C006,Website,CU0177,Reguler,P007,Brownies Cokelat,Snack,L003,Jakarta Selatan,DKI Jakarta,2,30000,60000,Tidak Ada,,0.0,0,60000,QRIS,Selesai
TRX00928,2025-06-12,2025,6,June,Thursday,Database POS,Database,C002,ShopeeFood,CU0162,Loyal,P012,Dimsum Ayam,Makanan,L002,Jakarta Timur,DKI Jakarta,1,28000,28000,Voucher Ongkir,ONGKIR5,0.05,1400,26600,QRIS,Selesai
TRX00929,2025-06-12,2025,6,June,Thursday,Aplikasi Kasir Digital,POS,C003,GoFood,CU0066,Baru,P011,Paket Kopi dan Snack,Paket,L002,Jakarta Timur,DKI Jakarta,2,35000,70000,Diskon Produk,DISKON10,0.1,7000,0,Kartu Debit,Dibatalkan
TRX00930,2025-06-12,2025,6,June,Thursday,Excel Cabang,Excel,C001,POS Kasir,CU0102,Loyal,P003,Teh Lemon,Minuman,L001,Bekasi,Jawa Barat,2,15000,30000,Flash Sale,FLASH20,0.2,6000,24000,QRIS,Selesai
TRX00931,2025-06-12,2025,6,June,Thursday,Database POS,Database,C002,ShopeeFood,CU0137,Reguler,P004,Nasi Ayam Geprek,Makanan,L004,Depok,Jawa Barat,1,25000,25000,Tidak Ada,,0.0,0,25000,COD,Selesai
TRX00932,2025-06-12,2025,6,June,Thursday,Excel Cabang,Excel,C006,Website,CU0089,Loyal,P012,Dimsum Ayam,Makanan,L004,Depok,Jawa Barat,1,28000,28000,Tidak Ada,,0.0,0,28000,E-Wallet,Selesai
TRX00933,2025-06-13,2025,6,June,Friday,CSV Marketplace,CSV,C001,POS Kasir,CU0018,Loyal,P012,Dimsum Ayam,Makanan,L003,Jakarta Selatan,DKI Jakarta,3,28000,84000,Tidak Ada,,0.0,0,84000,COD,Selesai
TRX00934,2025-06-13,2025,6,June,Friday,Database POS,Database,C006,Website,CU0035,Baru,P011,Paket Kopi dan Snack,Paket,L003,Jakarta Selatan,DKI Jakarta,1,35000,35000,Tidak Ada,,0.0,0,35000,Transfer Bank,Selesai
TRX00935,2025-06-13,2025,6,June,Friday,CSV Marketplace,CSV,C005,Tokopedia,CU0047,Loyal,P002,Es Kopi Latte,Minuman,L004,Depok,Jawa Barat,1,22000,22000,Tidak Ada,,0.0,0,22000,Transfer Bank,Selesai
TRX00936,2025-06-13,2025,6,June,Friday,Aplikasi Kasir Digital,POS,C006,Website,CU0021,Baru,P007,Brownies Cokelat,Snack,L004,Depok,Jawa Barat,1,30000,30000,Diskon Produk,DISKON10,0.1,3000,27000,COD,Selesai
TRX00937,2025-06-13,2025,6,June,Friday,Aplikasi Kasir Digital,POS,C001,POS Kasir,CU0026,Baru,P002,Es Kopi Latte,Minuman,L003,Jakarta Selatan,DKI Jakarta,1,22000,22000,Tidak Ada,,0.0,0,22000,E-Wallet,Selesai
TRX00938,2025-06-14,2025,6,June,Saturday,CSV Marketplace,CSV,C001,POS Kasir,CU0155,Reguler,P010,Paket Hemat UMKM,Paket,L001,Bekasi,Jawa Barat,2,45000,90000,Tidak Ada,,0.0,0,0,E-Wallet,Dibatalkan
TRX00939,2025-06-14,2025,6,June,Saturday,Database POS,Database,C005,Tokopedia,CU0088,Reseller,P008,Roti Bakar Keju,Snack,L003,Jakarta Selatan,DKI Jakarta,1,20000,20000,Diskon Produk,DISKON10,0.1,2000,0,Transfer Bank,Dibatalkan
TRX00940,2025-06-14,2025,6,June,Saturday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0085,Loyal,P011,Paket Kopi dan Snack,Paket,L004,Depok,Jawa Barat,1,35000,35000,Tidak Ada,,0.0,0,35000,QRIS,Selesai
TRX00941,2025-06-14,2025,6,June,Saturday,CSV Marketplace,CSV,C006,Website,CU0136,Baru,P012,Dimsum Ayam,Makanan,L004,Depok,Jawa Barat,1,28000,28000,Tidak Ada,,0.0,0,28000,Transfer Bank,Selesai
TRX00942,2025-06-14,2025,6,June,Saturday,Database POS,Database,C006,Website,CU0001,Reseller,P010,Paket Hemat UMKM,Paket,L006,Bogor,Jawa Barat,2,45000,90000,Diskon Produk,DISKON10,0.1,9000,81000,E-Wallet,Selesai
TRX00943,2025-06-14,2025,6,June,Saturday,API Marketplace,API,C006,Website,CU0125,Reguler,P006,Mie Ayam Jamur,Makanan,L001,Bekasi,Jawa Barat,2,24000,48000,Tidak Ada,,0.0,0,48000,Kartu Debit,Selesai
TRX00944,2025-06-15,2025,6,June,Sunday,Excel Cabang,Excel,C006,Website,CU0050,Loyal,P008,Roti Bakar Keju,Snack,L006,Bogor,Jawa Barat,2,20000,40000,Tidak Ada,,0.0,0,40000,Kartu Debit,Selesai
TRX00945,2025-06-15,2025,6,June,Sunday,CSV Marketplace,CSV,C001,POS Kasir,CU0173,Reseller,P012,Dimsum Ayam,Makanan,L005,Tangerang,Banten,2,28000,56000,Tidak Ada,,0.0,0,56000,COD,Selesai
TRX00946,2025-06-15,2025,6,June,Sunday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0169,Reguler,P008,Roti Bakar Keju,Snack,L001,Bekasi,Jawa Barat,1,20000,20000,Tidak Ada,,0.0,0,20000,QRIS,Selesai
TRX00947,2025-06-15,2025,6,June,Sunday,API Marketplace,API,C002,ShopeeFood,CU0057,Loyal,P012,Dimsum Ayam,Makanan,L001,Bekasi,Jawa Barat,4,28000,112000,Voucher Ongkir,ONGKIR5,0.05,5600,0,COD,Dibatalkan
TRX00948,2025-06-15,2025,6,June,Sunday,CSV Marketplace,CSV,C006,Website,CU0126,Baru,P011,Paket Kopi dan Snack,Paket,L001,Bekasi,Jawa Barat,4,35000,140000,Diskon Produk,DISKON10,0.1,14000,126000,E-Wallet,Selesai
TRX00949,2025-06-15,2025,6,June,Sunday,API Marketplace,API,C001,POS Kasir,CU0098,Reguler,P010,Paket Hemat UMKM,Paket,L005,Tangerang,Banten,1,45000,45000,Diskon Produk,DISKON10,0.1,4500,0,Kartu Debit,Refund
TRX00950,2025-06-15,2025,6,June,Sunday,API Marketplace,API,C002,ShopeeFood,CU0023,Reguler,P007,Brownies Cokelat,Snack,L002,Jakarta Timur,DKI Jakarta,1,30000,30000,Tidak Ada,,0.0,0,0,Kartu Debit,Dibatalkan
TRX00951,2025-06-16,2025,6,June,Monday,API Marketplace,API,C002,ShopeeFood,CU0001,Reguler,P010,Paket Hemat UMKM,Paket,L003,Jakarta Selatan,DKI Jakarta,4,45000,180000,Tidak Ada,,0.0,0,180000,Kartu Debit,Selesai
TRX00952,2025-06-16,2025,6,June,Monday,API Marketplace,API,C003,GoFood,CU0033,Reguler,P007,Brownies Cokelat,Snack,L004,Depok,Jawa Barat,3,30000,90000,Flash Sale,FLASH20,0.2,18000,72000,Kartu Debit,Selesai
TRX00953,2025-06-17,2025,6,June,Tuesday,Database POS,Database,C005,Tokopedia,CU0076,Loyal,P007,Brownies Cokelat,Snack,L001,Bekasi,Jawa Barat,1,30000,30000,Voucher Ongkir,ONGKIR5,0.05,1500,28500,COD,Selesai
TRX00954,2025-06-17,2025,6,June,Tuesday,CSV Marketplace,CSV,C003,GoFood,CU0180,Baru,P003,Teh Lemon,Minuman,L005,Tangerang,Banten,2,15000,30000,Voucher Ongkir,ONGKIR5,0.05,1500,28500,E-Wallet,Selesai
TRX00955,2025-06-18,2025,6,June,Wednesday,Database POS,Database,C005,Tokopedia,CU0075,Loyal,P005,Nasi Goreng Spesial,Makanan,L006,Bogor,Jawa Barat,2,27000,54000,Tidak Ada,,0.0,0,54000,COD,Selesai
TRX00956,2025-06-18,2025,6,June,Wednesday,CSV Marketplace,CSV,C006,Website,CU0058,Loyal,P006,Mie Ayam Jamur,Makanan,L002,Jakarta Timur,DKI Jakarta,3,24000,72000,Flash Sale,FLASH20,0.2,14400,0,QRIS,Dibatalkan
TRX00957,2025-06-19,2025,6,June,Thursday,API Marketplace,API,C004,GrabFood,CU0041,Reseller,P008,Roti Bakar Keju,Snack,L006,Bogor,Jawa Barat,5,20000,100000,Diskon Produk,DISKON10,0.1,10000,90000,Kartu Debit,Selesai
